ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-2740,Export to CSV produces empty file,Bug found in payment module.,Critical,CLOSED,Dashboard,,,development,Development,INVALID_DATE,2024-06-24 23:09:00,1 day,,Android
JIRA-1640,Mobile app crashes on startup,Bug found in dashboard module.,P3,Closed,api-gateway,UNKNOWN,jane.smith@company.com,Development,Development,1734177900.0,Not Yet,1 day,IE,ubuntu
JIRA-2970,Timezone conversion incorrect,Bug found in auth module.,P3,Working,user-dashboard,product@company.com,dev.lead@company.com,development,Requirements,,N/A,89,,Win10
JIRA-1432,UI overlapping on dashboard widgets,Bug found in auth module.,Medium,Closed,EMAIL,product@company.com,dev.lead@company.com,prod,Development,,02/20/2024,38.4,IE,iOS
JIRA-1923,Database timeout on user search,Bug found in auth module.,Blocker,Closed,auth-service,,product@company.com,,,2024-09-20 15:07:00,,2 hours,Safari,
JIRA-2565,Email notifications not being sent,Bug found in payment module.,CRITICAL,Reopened,UI,john.doe@company.com,,,Dev,05/04/2024 09:02,N/A,N/A,Safari,Linux
JIRA-1407,API rate limiter not working,Bug found in db module.,MEDIUM,OPEN,DB,qa.team@company.com,product@company.com,,Maintenance,,2024-10-18 03:08:00,,Chrome,
JIRA-1233,Email notifications not being sent,Bug found in payment module.,Minor,Resolved,AUTH,UNKNOWN,john.doe@company.com,Testing,QA,,12/19/2024,N/A,Chrome,macOS
JIRA-1812,Chart rendering fails with large datasets,Bug found in payment module.,MEDIUM,,payment-gateway,,,Development,Dev,2024-07-23 09:13:00,,,Safari,macOS
JIRA-1493,CSS broken on Safari browser,Bug found in api module.,CRITICAL,Open,API,,dev.lead@company.com,dev,Development,10/01/2024 17:19,Not Yet,233,FIREFOX,Linux
JIRA-1740,Form validation bypassed on submit,Bug found in dashboard module.,Major,CLOSED,API,dev.lead@company.com,,Production,Requirements,2024-03-09 23:41:00,,,,ubuntu
JIRA-2734,Timezone conversion incorrect,Bug found in auth module.,Trivial,Closed,EMAIL,product@company.com,,prod,QA,2024-07-01 10:23:00,N/A,2 hours,,Win10
JIRA-1550,API rate limiter not working,Bug found in payment module.,Major,Re-opened,Authentication,john.doe@company.com,dev.lead@company.com,Production,Deployment,1735293840.0,,N/A,IE,macOS
JIRA-1505,Export to CSV produces empty file,Bug found in db module.,CRITICAL,CLOSED,Authentication,UNKNOWN,jane.smith@company.com,development,,25-Sep-2024 07:17:00,10/09/2024,2 hours,chrome,macOS
JIRA-1657,Password reset link expired instantly,Bug found in auth module.,P3,Open,Notifications,,,production,Design,01/21/2024 02:26,2024-01-25 11:26:00,0,Edge,Android
JIRA-1480,Mobile app crashes on startup,Bug found in payment module.,HIGH,Complete,PAYMENT,,qa.team@company.com,Development,Deployment,03/27/2024 02:34,04/08/2024,-1,,ubuntu
JIRA-2652,Session timeout too short,Bug found in db module.,P0,Reopened,DB,jane.smith@company.com,UNKNOWN,dev,Testing,2024-01-29 21:29:00,N/A,,Firefox,Mac
JIRA-1711,Session timeout too short,Bug found in auth module.,CRITICAL,TODO,DB,,dev.lead@company.com,,Testing,2024-04-04 02:19:00,04/29/2024,1 day,Chrome,Mac
JIRA-2077,Login button not responding on mobile,Bug found in dashboard module.,CRITICAL,Reopened,Notifications,jane.smith@company.com,,production,Maintenance,07/01/2024 11:06,2024-07-06 10:06:00,1 day,Edge,Linux
JIRA-2838,User permissions not applied correctly,Bug found in api module.,High,Closed,API,,,stg,Maintenance,,,0,Edge,iOS
JIRA-2862,Export to CSV produces empty file,Bug found in db module.,Major,IN_PROGRESS,API,,jane.smith@company.com,QA,requirements,10/10/2024 19:31,10/16/2024,N/A,Edge,iOS
JIRA-1822,User permissions not applied correctly,Bug found in auth module.,Critical,REOPENED,UI,product@company.com,dev.lead@company.com,QA,Design,,06/22/2024,0,FIREFOX,Win10
JIRA-1533,User permissions not applied correctly,Bug found in payment module.,LOW,OPEN,payment-gateway,qa.team@company.com,,UAT,DESIGN,15-Sep-2024 08:50:00,N/A,-1,Safari,
JIRA-1839,API rate limiter not working,Bug found in dashboard module.,High,Re-opened,api-gateway,UNKNOWN,dev.lead@company.com,Staging,Design,1719723120.0,07/03/2024,0,,
JIRA-1373,API rate limiter not working,Bug found in dashboard module.,P0,Closed,auth-service,qa.team@company.com,dev.lead@company.com,development,requirements,02/05/2024 19:17,N/A,146,chrome,iOS
JIRA-2051,Search results return wrong data,Bug found in db module.,Minor,Done,api-gateway,john.doe@company.com,,dev,Design,04/04/2024 04:17,Not Yet,N/A,,
JIRA-1339,Payment gateway returns 500 error,Bug found in auth module.,Major,Resolved,Backend,dev.lead@company.com,qa.team@company.com,Staging,requirements,09/03/2024 13:30,N/A,0,,Win10
JIRA-2126,UI overlapping on dashboard widgets,Bug found in db module.,High,TODO,auth-service,john.doe@company.com,,Staging,Development,1729125900.0,,N/A,Edge,ubuntu
JIRA-2848,Search results return wrong data,Bug found in dashboard module.,Low,REOPENED,DB,jane.smith@company.com,qa.team@company.com,staging,,,05/14/2024,20.9,Edge,Win10
JIRA-2005,Memory leak in background service,Bug found in auth module.,Major,IN_PROGRESS,auth-service,UNKNOWN,,Staging,Development,1732803360.0,11/28/2024,1 day,chrome,Windows 10
JIRA-1957,Email notifications not being sent,Bug found in db module.,Critical,Done,payment-gateway,jane.smith@company.com,,dev,Requirements,,12/01/2024,2 hours,,Linux
JIRA-2469,CSS broken on Safari browser,Bug found in auth module.,Minor,OPEN,api-gateway,jane.smith@company.com,,Development,Maintenance,08/22/2024 06:39,,1 day,IE,Android
JIRA-2819,Search results return wrong data,Bug found in db module.,High,Closed,database,UNKNOWN,,stg,DESIGN,18-Jul-2024 04:27:00,Not Yet,,Firefox,Windows 10
JIRA-2913,File upload fails for PDF files,Bug found in dashboard module.,High,Working,Authentication,john.doe@company.com,qa.team@company.com,UAT,QA,1722602400.0,Not Yet,2 hours,,Linux
JIRA-1994,Slow query on reports page,Bug found in dashboard module.,HIGH,,Payment,,,dev,Requirements,,11/04/2024,1 day,FIREFOX,Win10
JIRA-1135,Form validation bypassed on submit,Bug found in api module.,High,Closed,Payment,john.doe@company.com,UNKNOWN,Staging,Testing,2024-09-06 05:15:00,2024-10-01 04:15:00,N/A,FIREFOX,macOS
JIRA-2696,Mobile app crashes on startup,Bug found in dashboard module.,Major,Done,Backend,jane.smith@company.com,product@company.com,production,Design,1711334520.0,N/A,15.3,Safari,macOS
JIRA-2709,Timezone conversion incorrect,Bug found in api module.,Blocker,Closed,EMAIL,product@company.com,,Staging,DESIGN,02/24/2024 22:04,Not Yet,N/A,Firefox,Linux
JIRA-1722,Login button not responding on mobile,Bug found in dashboard module.,P0,Done,UI,,,DEV,QA,2024-09-27 00:43:00,10/25/2024,2 hours,chrome,ubuntu
JIRA-2323,API rate limiter not working,Bug found in payment module.,High,InProgress,API,john.doe@company.com,john.doe@company.com,Production,Requirements,2024-09-12 12:05:00,,0,FIREFOX,macOS
JIRA-2414,File upload fails for PDF files,Bug found in db module.,Medium,Resolved,Authentication,UNKNOWN,,Staging,Deployment,,N/A,15.0,Safari,Linux
JIRA-2286,Timezone conversion incorrect,Bug found in dashboard module.,P0,Verified,Backend,,qa.team@company.com,Testing,Design,1717767780.0,2024-07-01 17:13:00,1 day,Safari,Windows 10
JIRA-2736,Export to CSV produces empty file,Bug found in payment module.,HIGH,IN_PROGRESS,user-dashboard,,,prod,Deployment,2024-05-28 14:25:00,2024-06-11 09:25:00,,IE,Android
JIRA-2496,Null pointer exception in auth module,Bug found in auth module.,Minor,Open,database,jane.smith@company.com,product@company.com,STAGE,Maintenance,10/23/2024 17:52,N/A,1 day,Chrome,Linux
JIRA-2092,Slow query on reports page,Bug found in api module.,Critical,Re-opened,payment-gateway,product@company.com,john.doe@company.com,stg,Maintenance,2024-02-16 07:59:00,,27.1,chrome,macOS
JIRA-2288,Mobile app crashes on startup,Bug found in db module.,P1,In Progress,AUTH,UNKNOWN,,Testing,Design,,Not Yet,41,Chrome,Android
JIRA-2859,Password reset link expired instantly,Bug found in payment module.,P3,REOPENED,auth-service,john.doe@company.com,,production,Testing,06/05/2024 16:38,06/15/2024,N/A,IE,Android
JIRA-1671,Timezone conversion incorrect,Bug found in db module.,Minor,Complete,PAYMENT,qa.team@company.com,UNKNOWN,stg,Dev,1723849560.0,08/21/2024,2 hours,IE,Win10
JIRA-1437,User permissions not applied correctly,Bug found in dashboard module.,HIGH,Re-opened,Notifications,,qa.team@company.com,prod,QA,26-Oct-2024 12:43:00,N/A,1 day,FIREFOX,iOS
JIRA-2989,File upload fails for PDF files,Bug found in payment module.,MEDIUM,Fixed,,jane.smith@company.com,dev.lead@company.com,staging,Development,08/18/2024 09:19,08/21/2024,0,FIREFOX,ubuntu
JIRA-1967,Memory leak in background service,Bug found in api module.,,Working,DB,,,Testing,QA,2024-02-10 21:16:00,N/A,276,,Android
JIRA-2963,Mobile app crashes on startup,Bug found in payment module.,LOW,REOPENED,DB,UNKNOWN,qa.team@company.com,production,QA,14-Apr-2024 16:08:00,,-1,,Linux
JIRA-2945,Search results return wrong data,Bug found in dashboard module.,Critical,InProgress,payment-gateway,product@company.com,product@company.com,prod,Requirements,06-Nov-2024 21:22:00,2024-11-18 03:22:00,N/A,chrome,Mac
JIRA-1707,Database timeout on user search,Bug found in api module.,Low,OPEN,Dashboard,jane.smith@company.com,dev.lead@company.com,prod,Maintenance,1731036960.0,11/09/2024,1 day,chrome,Win10
JIRA-1346,Search results return wrong data,Bug found in api module.,Medium,Fixed,API,jane.smith@company.com,,prod,Maintenance,2024-03-31 17:05:00,N/A,1 day,Firefox,
JIRA-2951,CSS broken on Safari browser,Bug found in db module.,LOW,OPEN,Authentication,jane.smith@company.com,john.doe@company.com,DEV,Testing,,N/A,1 day,Safari,macOS
JIRA-2402,File upload fails for PDF files,Bug found in payment module.,Minor,RESOLVED,auth-service,qa.team@company.com,,Production,Requirements,,N/A,191,Chrome,
JIRA-1058,Memory leak in background service,Bug found in auth module.,Minor,,,qa.team@company.com,dev.lead@company.com,PROD,Development,,N/A,,Chrome,iOS
JIRA-2523,Memory leak in background service,Bug found in db module.,Major,Reopened,payment-gateway,,dev.lead@company.com,development,,1711019940.0,,N/A,Firefox,macOS
JIRA-2303,Password reset link expired instantly,Bug found in payment module.,Blocker,RESOLVED,EMAIL,qa.team@company.com,jane.smith@company.com,Development,QA,,N/A,35.7,Chrome,ubuntu
JIRA-2362,Null pointer exception in auth module,Bug found in dashboard module.,P3,Open,user-dashboard,jane.smith@company.com,john.doe@company.com,development,Testing,2024-04-27 21:07:00,,2 hours,,macOS
JIRA-1908,Export to CSV produces empty file,Bug found in auth module.,Blocker,Reopened,notification-service,,,prod,,2024-04-16 14:59:00,,0,Chrome,Android
JIRA-2572,File upload fails for PDF files,Bug found in payment module.,Low,,Database,,qa.team@company.com,,Deployment,INVALID_DATE,08/09/2024,1 day,FIREFOX,macOS
JIRA-1857,CSS broken on Safari browser,Bug found in payment module.,HIGH,Reopened,Dashboard,product@company.com,,development,Testing,2024-05-28 13:42:00,Not Yet,,Firefox,iOS
JIRA-1155,Export to CSV produces empty file,Bug found in db module.,LOW,OPEN,,qa.team@company.com,product@company.com,PROD,Deployment,11/25/2024 02:37,Not Yet,220,Edge,
JIRA-2649,Password reset link expired instantly,Bug found in payment module.,Critical,Verified,payment-gateway,product@company.com,dev.lead@company.com,,,2024-05-01 11:23:00,,1 day,Chrome,ubuntu
JIRA-2717,Memory leak in background service,Bug found in db module.,P2,Resolved,API,john.doe@company.com,jane.smith@company.com,Staging,,1715470740.0,06/09/2024,,Chrome,Windows 10
JIRA-1137,Password reset link expired instantly,Bug found in api module.,Normal,InProgress,user-dashboard,jane.smith@company.com,dev.lead@company.com,staging,QA,2024-03-17 08:23:00,N/A,7.3,Safari,Android
JIRA-1400,Memory leak in background service,Bug found in api module.,Major,New,Dashboard,john.doe@company.com,john.doe@company.com,staging,Deployment,22-Jun-2024 07:49:00,07/09/2024,2 hours,Safari,Win10
JIRA-2157,Mobile app crashes on startup,Bug found in api module.,P1,TODO,Backend,dev.lead@company.com,,development,Development,2024-04-14 14:48:00,2024-04-16 20:48:00,1 day,FIREFOX,Windows 10
JIRA-2216,Null pointer exception in auth module,Bug found in db module.,P2,New,PAYMENT,qa.team@company.com,,dev,Dev,2024-09-17 06:13:00,N/A,-1,chrome,iOS
JIRA-2569,Password reset link expired instantly,Bug found in api module.,Low,In Progress,AUTH,dev.lead@company.com,john.doe@company.com,Development,Maintenance,31-Jul-2024 16:46:00,08/15/2024,1 day,Firefox,macOS
JIRA-1513,Search results return wrong data,Bug found in dashboard module.,Major,Resolved,user-dashboard,dev.lead@company.com,UNKNOWN,production,Development,,,2 hours,,macOS
JIRA-1968,File upload fails for PDF files,Bug found in api module.,Blocker,Closed,api-gateway,qa.team@company.com,,production,,2024-10-30 05:49:00,2024-11-20 00:49:00,N/A,Chrome,Windows 10
JIRA-2446,Email notifications not being sent,Bug found in dashboard module.,Medium,Verified,Dashboard,jane.smith@company.com,john.doe@company.com,UAT,Requirements,INVALID_DATE,2025-01-19 15:25:00,0,chrome,iOS
JIRA-1160,Memory leak in background service,Bug found in db module.,P0,TODO,Backend,jane.smith@company.com,john.doe@company.com,stg,requirements,10/07/2024 06:48,,2 hours,chrome,
JIRA-2341,Payment gateway returns 500 error,Bug found in payment module.,Low,Open,Payment,,UNKNOWN,UAT,Deployment,12/16/2024 14:31,,N/A,Safari,
JIRA-2810,Slow query on reports page,Bug found in db module.,Blocker,Reopened,Notifications,qa.team@company.com,john.doe@company.com,prod,Design,03-May-2024 14:50:00,Not Yet,N/A,Firefox,Linux
JIRA-2620,Password reset link expired instantly,Bug found in dashboard module.,Medium,In Progress,Authentication,john.doe@company.com,dev.lead@company.com,Staging,requirements,08/19/2024 14:28,,31.8,Chrome,Mac
JIRA-2076,Form validation bypassed on submit,Bug found in auth module.,Blocker,Open,PAYMENT,UNKNOWN,dev.lead@company.com,stg,Design,02-Feb-2024 13:50:00,Not Yet,0,Edge,Win10
JIRA-1134,Payment gateway returns 500 error,Bug found in db module.,Medium,RESOLVED,UI,,,production,Requirements,1723075860.0,,2 hours,Safari,
JIRA-1983,Null pointer exception in auth module,Bug found in db module.,CRITICAL,IN_PROGRESS,API,qa.team@company.com,,Staging,QA,08/13/2024 23:28,08/21/2024,,Safari,macOS
JIRA-2524,File upload fails for PDF files,Bug found in db module.,Medium,Re-opened,API,qa.team@company.com,,Staging,Dev,,2024-03-08 18:49:00,,Chrome,Mac
JIRA-1034,Session timeout too short,Bug found in auth module.,Medium,Reopened,Backend,qa.team@company.com,product@company.com,Development,DESIGN,,01/29/2024,0,IE,Linux
JIRA-1329,Export to CSV produces empty file,Bug found in dashboard module.,P3,Re-opened,UI,,jane.smith@company.com,PROD,Deployment,07-Jun-2024 18:27:00,2024-06-24 17:27:00,24.5,IE,Mac
JIRA-1803,User permissions not applied correctly,Bug found in db module.,Low,Working,Authentication,,UNKNOWN,development,Design,13-Jul-2024 11:16:00,N/A,2 hours,Firefox,
JIRA-2834,Email notifications not being sent,Bug found in auth module.,CRITICAL,InProgress,UI,dev.lead@company.com,qa.team@company.com,staging,requirements,,04/08/2024,0,FIREFOX,Windows 10
JIRA-1731,Mobile app crashes on startup,Bug found in dashboard module.,High,OPEN,Database,jane.smith@company.com,,Testing,DESIGN,,,0,FIREFOX,Windows 10
JIRA-1352,Null pointer exception in auth module,Bug found in db module.,P3,IN_PROGRESS,database,john.doe@company.com,jane.smith@company.com,Staging,QA,,08/21/2024,28.1,Chrome,Linux
JIRA-2776,Password reset link expired instantly,Bug found in db module.,MEDIUM,InProgress,UI,dev.lead@company.com,jane.smith@company.com,staging,Testing,07-Apr-2024 04:04:00,2024-04-09 19:04:00,149,FIREFOX,Linux
JIRA-2850,Session timeout too short,Bug found in payment module.,CRITICAL,IN_PROGRESS,auth-service,john.doe@company.com,,development,Deployment,2024-11-03 23:41:00,,N/A,,ubuntu
JIRA-1182,Database timeout on user search,Bug found in auth module.,Blocker,Resolved,PAYMENT,qa.team@company.com,jane.smith@company.com,Production,,,2024-06-20 11:00:00,1 day,Safari,Mac
JIRA-1232,Null pointer exception in auth module,Bug found in db module.,P3,REOPENED,notification-service,dev.lead@company.com,jane.smith@company.com,staging,requirements,1719619500.0,,,IE,iOS
JIRA-1457,CSS broken on Safari browser,Bug found in dashboard module.,Low,CLOSED,auth-service,jane.smith@company.com,,prod,DESIGN,01/09/2024 17:59,N/A,1 day,IE,ubuntu
JIRA-1428,API rate limiter not working,Bug found in dashboard module.,Low,TODO,Dashboard,,qa.team@company.com,prod,Testing,12-Aug-2024 14:41:00,Not Yet,N/A,Safari,Win10
JIRA-1438,Login button not responding on mobile,Bug found in api module.,Major,Open,user-dashboard,jane.smith@company.com,jane.smith@company.com,PROD,,2024-07-17 02:46:00,Not Yet,0,,
JIRA-2593,Slow query on reports page,Bug found in payment module.,P3,Working,Database,qa.team@company.com,UNKNOWN,UAT,Dev,12/16/2024 04:07,2024-12-28 12:07:00,81,FIREFOX,Linux
JIRA-2324,Login button not responding on mobile,Bug found in db module.,Minor,Closed,Notifications,UNKNOWN,,prod,requirements,12/13/2024 19:57,01/01/2025,N/A,IE,ubuntu
JIRA-2366,Session timeout too short,Bug found in db module.,P3,,DB,UNKNOWN,dev.lead@company.com,DEV,Testing,,Not Yet,23.0,,Android
JIRA-1775,Timezone conversion incorrect,Bug found in auth module.,Low,TODO,Database,product@company.com,,production,Testing,18-Jun-2024 00:23:00,07/14/2024,-1,,iOS
JIRA-1906,Timezone conversion incorrect,Bug found in db module.,MEDIUM,Done,PAYMENT,qa.team@company.com,,dev,Design,11/27/2024 18:58,12/08/2024,0,chrome,ubuntu
JIRA-2568,Password reset link expired instantly,Bug found in api module.,Critical,New,database,UNKNOWN,UNKNOWN,production,Requirements,1728883800.0,,2 hours,IE,iOS
